Numero esterno;Abbreviazione;Denominazione;Coordinata x;Coordinata y;Coordinate-Z;Pensilina autobus;Fermata di salita;Fermata di discesa;Accessibile ai disabili;Punto di cambio;Cambio direzione obbligatorio;Non controllato;Ambito d'esercizio;Gruppo tipol. veicolo;Comune;Codice del comune;Proprietario;Via;Numero civico;Tipologia fermate;Abbreviazione area di fermata;Denominazione area di fermata;Abbreviazione punto di prevendita;Denominazione punto di prevendita;Testo punti di prevendita;Abbreviazione informazioni aggiuntive;Denominazione informazioni aggiuntive;Abbreviazione area tariffaria;Denominazione area tariffaria;Codice tariffario;Tipo Pensilina;Piazzola;Di Servizio;Tipo Palina;fTariffario;fOrario
5352;5352;stazione 1 - Bahnhof 1;1680965,441;5151942,355;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;STAZ 1;(Bolzano) Stazione 1 - (Bozen) Bahnhof 1;;;;;;1;Tutto;1;Dach neu;HINFAHRT;3;0;0;2062
5353;5353;Ponte Adige Staz. - Sigmundskron Bhf;1676306;5150634,575;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10111;(Bolzano) Ponte Adige Staz. - (Bozen) Sigmundskron Bhf;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2215
5354;5354;Ponte Adige Staz. 2 - Sigmundskron Bhf 2;1676414,089;5150613,733;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10114;(Bolzano) Ponte Adige Staz. 2 - (Bozen) Sigmundskron Bhf 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2205
5359;5359;via degli Artigiani - Handwerkerstr.;1681924,99;5151728,95;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10176;(Bolzano) via degli Artigiani - (Bozen) Handwerkerstr.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2858
536;536;piazza Teatro - Theater Platz;1665163,212;5170875,249;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;TEATRO;(Merano) piazza Teatro - (Meran) Theater Pl.;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;2;0;0;2461
5360;5360;Kampill Center - Kampill Center;1682377,59;5151650,47;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;KAMPIL;(Bolzano) Kampill Center - (Bozen) Kampill Center;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2869
5361;5361;San Vito - St. Veit;1684521,3;5150710,47;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;SVITO;(Cornedo) San Vito - (Karneid) St. Veit;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2868
5362;5362;Stroblwiese 1 - Stroblwiese 1;1684692,52;5150661,98;;;X;X;;X;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;STRO;(Cornedo) Stroblwiese 1 - (Karneid) Stroblwiese 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;
5363;5363;Stroblwiese 1 - Stroblwiese 1;1684693,34;5150668,49;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;STROBL;(Cornedo) Stroblwiese 1 - (Karneid) Stroblwiese 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;
5364;5364;Cardano zona Art. - Kardaun Handwerkerz.;1684144,56;5151549,84;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;CZART;(Cornedo) Cardano Zona Art. - (Karneid) Kardaun Handwerkerz.;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2861
5365;5365;Cardano zona Art. - Kardaun Handwerkerz.;1684138,87;5151541,71;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;CZART;(Cornedo) Cardano Zona Art. - (Karneid) Kardaun Handwerkerz.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2859
5366;5366;Mila Milkon - Mila Milkon;1682815,66;5151671,02;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;;;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;
5367;5367;San Vito - St. Veit;1684498,37;5150712,99;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;SVITO;(Cornedo) San Vito - (Karneid) St. Veit;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2868
537;537;via Goethe 1 - Goethe Str. 1;1664934,466;5171339,773;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GOET1;(Merano) via Goethe 1 - (Meran) Goethe Str. 1;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2745
538;538;via Goethe 1 - Goethe Str. 1;1664954,1;5171328,43;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GOET1;(Merano) via Goethe 1 - (Meran) Goethe Str. 1;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;2;0;1;2472
539;539;via Goethe 3 - Goethe Str. 3;1664456,785;5171479,84;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GOET3;(Merano) via Goethe 3 - (Meran) Goethe Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2577
540;540;via Goethe 3 - Goethe Str. 3;1664520,277;5171456,836;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GOET3;(Merano) via Goethe 3 - (Meran) Goethe Str. 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2611
541;541;Fonte S. Martino - Martinsbrunn;1664140,366;5172362,671;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;MARTIN;(Merano) Fonte S. Martino - (Meran) Martinsbrunn;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;2;0;0;2757
542;542;via Karl Wolf 6 - Karl Wolf Str. 6;1664251,586;5172125,211;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF6;(Merano) via K. Wolf 6 - (Meran) K. Wolf Str. 6;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2754
543;543;via Karl Wolf 6 - Karl Wolf Str. 6;1664248,163;5172127,425;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF6;(Merano) via K. Wolf 6 - (Meran) K. Wolf Str. 6;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;2;0;0;2756
544;544;via Karl Wolf 5 - Karl Wolf Str. 5;1664545,233;5171909,641;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF5;(Merano) via K. Wolf 5 - (Meran) K. Wolf Str. 5;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;4
545;545;via Karl Wolf 5 - Karl Wolf Str. 5;1664527,551;5171931,175;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF5;(Merano) via K. Wolf 5 - (Meran) K. Wolf Str. 5;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;2;0;0;2753
546;546;via Karl Wolf 3 - Karl Wolf Str. 3;1664745,781;5171755,882;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF3;(Merano) via K. Wolf 3 - (Meran) K. Wolf Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2752
547;547;via Karl Wolf 3 - Karl Wolf Str. 3;1664716,778;5171772,064;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF3;(Merano) via K. Wolf 3 - (Meran) K. Wolf Str. 3;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2751
548;548;via Karl Wolf 2 - Karl Wolf Str. 2;1664875,654;5171673,362;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF2;(Merano) via K. Wolf 2 - (Meran) K. Wolf Str. 2;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2749
549;549;via Karl Wolf 2 - Karl Wolf Str. 2;1664856,658;5171692,887;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF2;(Merano) via K. Wolf 2 - (Meran) K. Wolf Str. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;2;0;0;2750
550;550;via Weingartner 3 - Weingartnerstr. 3;1663248,08;5171800,43;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;WEING3;(Lagundo) via Weingartner 3 - (Algund) Weingartnerstr. 3;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2580
551;551;via Weingartner 3 - Weingartnerstr. 3;1663282,97;5171798,68;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;WEING3;(Lagundo) via Weingartner 3 - (Algund) Weingartnerstr. 3;;;;;;1;Tutto;1;Dach alt;RUECKFAHRT;1;0;0;2608
552;552;Foresta - Forst;1662074,096;5171578,938;;;X;X;;X;;X;BUS;S;Lagundo - Algund;39021038;;;;;FOREST;(Lagundo) Foresta - (Algund) Forst;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2684
553;553;Parcines - Partschins ;1658706,844;5172081,475;;;X;X;;X;;X;BUS;S;Parcines - Partschins;39021062;;;;;PARCIN;(Parcines) Paese - (Partschins) Dorf;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2595
55351;55351;via Josef Noldin - Josef Noldin Str.;1679547,81;5144194,7;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11037;(Laives) via J. Noldin - (Leifers) J. Noldin Str.;;;;;;1;Tutto;1;steher;HINFAHRT;1;0;0;
55352;55352;via Josef Noldin - Josef Noldin Str.;1679544,61;5144200,59;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11037;(Laives) via J. Noldin - (Leifers) J. Noldin Str.;;;;;;1;Tutto;1;;RUECKFAHRT;;;;
554;554;Tel 1 - Toell 1;1659435,036;5171430,139;;;X;X;;;;X;BUS;S;Parcines - Partschins;39021062;;;;;TEL 1;(Parcines) Tel 1 - (Parschins) Toell 1;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2596
555;555;Tel 1 - Toell 1;1659430,998;5171437,301;;;X;X;;;;X;BUS;S;Parcines - Partschins;39021062;;;;;TEL 1;(Parcines) Tel 1 - (Parschins) Toell 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2593
556;556;Tel 3 - Toell 3;1660009,819;5171801,552;;;X;X;;;;X;BUS;S;Parcines - Partschins;39021062;;;;;TEL 3;(Parcines) Tel 3 - (Partschins) Toell 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2599
557;557;Tel 3 - Toell 3;1660003,654;5171795,483;;;X;X;;;;X;BUS;S;Parcines - Partschins;39021062;;;;;TEL 3;(Parcines) Tel 3 - (Partschins) Toell 3;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2591
558;558;Bivio Plars di sopra - Abzw. Oberplars;1660400,152;5172117,33;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PSOPRA;(Lagundo) Bivio Plars di Sopra - (Algund) Abzw. Oberplars;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2600
559;559;Bivio Plars di sopra - Abzw. Oberplars;1660328;5172121,85;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PSOPRA;(Lagundo) Bivio Plars di Sopra - (Algund) Abzw. Oberplars;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2589
560;560;Plars di mezzo 2 - Mitterplars 2;1661136,835;5172082,951;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PMEZZ2;(Lagundo) Plars di Mezzo 2 - (Algund) Mitterplars 2;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2601
561;561;Plars di mezzo 2 - Mitterplars 2;1661127,489;5172088,023;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PMEZZ2;(Lagundo) Plars di Mezzo 2 - (Algund) Mitterplars 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2588
562;562;Plars di mezzo 1 - Mitterplars 1;1661606,161;5172278,747;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PMEZZ1;(Lagundo) Plars di Mezzo 1 - (Algund) Mitterplars 1;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2602
563;563;Plars di mezzo 1 - Mitterplars 1;1661597,374;5172267,059;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PMEZZ1;(Lagundo) Plars di Mezzo 1 - (Algund) Mitterplars 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2587
564;564;Seggiovia Velloi - Sessellift Vellau;1661682,615;5172424,464;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PSEGGI;(Lagundo) Plars Seggiovia Velloi - (Algund)Sessellift Vellau;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2604
565;565;Seggiovia Velloi - Sessellift Vellau;1661671,82;5172415,079;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;PSEGGI;(Lagundo) Plars Seggiovia Velloi - (Algund)Sessellift Vellau;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2586
568;568;Lagundo Comune - Gemeinde Algund;1662270,214;5172185,2;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;COMUNE;(Lagundo) Comune - (Algund) Gemeinde;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2605
569;569;Lagundo Comune - Gemeinde Algund;1662268,73;5172189,33;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;COMUNE;(Lagundo) Comune - (Algund) Gemeinde;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2585
570;570;via Vecchia - Alte Landstrasse;1663035,594;5171945,098;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;VVECCH;(Lagundo) via Vecchia - (Algund) Alte Landstrasse;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2686
571;571;via Vecchia - Alte Landstrasse;1663047,52;5171945,089;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;VVECCH;(Lagundo) via Vecchia - (Algund) Alte Landstrasse;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2713
572;572;Marlengo stazione - Marling Bahnhof;1663622,805;5170112,181;;;X;X;;X;;X;BUS;S;Marlengo - Marling;39021048;;;;;M STAZ;(Marlengo) Stazione - (Marling) Bahnhof;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2698
573;573;Marlengo Paese 2 - Marling Dorf 2;1663777,126;5169517,502;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MPAES2;(Marlengo) Paese 2 - (Marling) Dorf 2;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2699
574;574;Marlengo Paese 2 - Marling Dorf 2;1663785,627;5169421,362;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MPAES2;(Marlengo) Paese 2 - (Marling) Dorf 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2697
575;575;Marlengo Paese 1 - Marling Dorf 1;1663821,368;5169150,277;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MPAES1;(Marlengo) Paese 1 - (Marling) Dorf 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2701
576;576;Marlengo Paese 1 - Marling Dorf 1;1663829,878;5169147,682;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MPAES1;(Marlengo) Paese 1 - (Marling) Dorf 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2696
577;577;Marlengo 2 - Marling 2;1664229,95;5168287,73;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MARL 2;(Marlengo) Marlengo 2 - (Marling) Marling 2;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2772
578;578;Marlengo 2 - Marling 2;1664245,133;5168370,045;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MARL 2;(Marlengo) Marlengo 2 - (Marling) Marling 2;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2503
580;580;Maria Assunta - Maria Himmelfahrt;1663903,67;5170438,64;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;MARIA;(Merano) Maria Assunta - (Meran) Maria Himmelfahrt;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2470
581;581;via Foro Boario 2 - Viehmarktstr. 2;1664252,73;5170762,138;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;FOROB2;(Merano) via Foro Boario 2 - (Meran) Viehmarktstr. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2422
582;582;via Foro Boario 2 - Viehmarktstr. 2;1664239,954;5170740,091;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;FOROB2;(Merano) via Foro Boario 2 - (Meran) Viehmarktstr. 2;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2469
583;583;via Foro Boario 1 - Viehmarktstr. 1;1664388,31;5170985,75;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;FOROB1;(Merano) via Foro Boario 1 - (Meran) Viehmarktstr. 1;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2423
584;584;via Foro Boario 1 - Viehmarktstr. 1;1664370,14;5170998,739;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;FOROB1;(Merano) via Foro Boario 1 - (Meran) Viehmarktstr. 1;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2468
585;585;Cimitero - Friedhof;1664249,052;5171159,158;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;CIMITE;(Merano) Cimitero - (Meran) Friedhof;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2424
586;586;Cimitero - Friedhof;1664267,511;5171132,242;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;CIMITE;(Merano) Cimitero - (Meran) Friedhof;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;1;2467
587;587;via San Giuseppe 1 - St. Josef Str. 1;1663996,143;5171400,18;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GIUSE1;(Merano) via San Giuseppe 1 - (Meran) St. Josef Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2425
588;588;via San Giuseppe 1 - St. Josef Str. 1;1664008,152;5171388,285;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GIUSE1;(Merano) via San Giuseppe 1 - (Meran) St. Josef Str. 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2466
589;589;via IV Novembre - 4. Novemberstr.;1664051,32;5171504,95;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;IV NOV;(Merano) via IV Novembre - (Meran) 4. Novemberstr.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2426
590;590;via IV Novembre - 4. Novemberstr.;1664056,17;5171514,35;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;IV NOV;(Merano) via IV Novembre - (Meran) 4. Novemberstr.;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2465
592;592;corso Liberta' 4 - Freiheitsstr. 4;1664737,817;5170906,439;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;LIBER4;(Merano) corso Liberta` 4 - (Meran) Freiheitsstr. 4;;;;;;1;Tutto;1;Dach neu;HINFAHRT;3;0;1;2428
593;593;corso Liberta' 4 - Freiheitsstr. 4;1664739,232;5170909,151;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;LIBER4;(Merano) corso Liberta` 4 - (Meran) Freiheitsstr. 4;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;2;0;1;2463
594;594;corso Liberta' 3 - Freiheitsstr. 3;1664897,636;5170895,649;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;LIBER3;(Merano) corso Liberta` 3 - (Meran) Freiheitsstr. 3;;;;;;1;Tutto;1;Steher;HINFAHRT;2;0;1;2429
595;595;corso Liberta' 3 - Freiheitsstr. 3;1664922,286;5170896,157;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;LIBER3;(Merano) corso Liberta` 3 - (Meran) Freiheitsstr. 3;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2462
6;6;Tel 2 - Toell 2;1659662,536;5171596,48;;;X;X;;;;X;BUS;S;Parcines - Partschins;39021062;;;;;TEL 2;(Parcines) Tel 2 - (Partschins) Toell 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2592
600;600;via San Francesco - St. Franziskus Str.;1664794,964;5171536,553;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;FRANCE;(Merano) via S. Francesco - (Meran) St. Franziskus Str.;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2748
601;601;Ospedale - Krankenhaus;1664635,421;5171617,623;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;OSPED;(Merano) Ospedale - (Meran) Krankenhaus;10;Rivendita automatica biglietti - Fahrkartenautomat;FAHRKARTENAUTOMAT;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;1;1;7
602;602;via Karl Wolf 1 - Karl Wolf Str. 1;1665119,043;5171340,706;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF1;(Merano) via K. Wolf 1 - (Meran) K. Wolf Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2
603;603;via Karl Wolf 1 - Karl Wolf Str. 1;1665137,021;5171327,592;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLF1;(Merano) via K. Wolf 1 - (Meran) K. Wolf Str. 1;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;2;0;0;3
605;605;via Enrico Toti 1 - Enrico Toti Str. 1;1664984,885;5170186,003;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;TOTI1;(Merano) via E. Toti 1 - (Meran) E. Toti Str. 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2477
606;606;via Enrico Toti 2 - Enrico Toti Str. 2;1664727,078;5170185,761;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;TOTI2;(Merano) via E. Toti 2 - (Meran) E. Toti Str. 2;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;1;2478
607;607;via Wolkenstein - Wolkenstein Str.;1664611,06;5170110,799;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WOLKEN;(Merano) via Wolkenstein - (Meran) Wolkenstein Str.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2480
608;608;via Zuegg 1 - Zuegg Str. 1;1664476,467;5169842,679;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;ZUEGG1;(Merano) via Zuegg 1 - (Meran) Zuegg Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2481
609;609;via Marlengo 1 - Marlingerstr. 1;1664169,519;5170158,777;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;;;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2483
610;610;via Marlengo 1 - Marlingerstr. 1;1664169,807;5170151,959;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;MARLE1;(Merano) via Marlengo 1 - (Meran) Marlingerstr. 1;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2485
611;611;via Marlengo 2 - Marlingerstr. 2;1664090,441;5170003,886;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;MARLE2;(Merano) via Marlengo 2 - (Meran) Marlingerstr. 2;11;Rivendita automatica biglietti - Fahrkartenautomat;FAHRKARTENAUTOMAT;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2484
612;612;via Manzoni 1 - Manzoni Str. 1;1664575,895;5170516,271;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;MANZO1;(Merano) via Manzoni 1 - (Meran) Manzoni Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2487
615;615;via Innerhofer - Innerhofer Str.;1665603,309;5170543,183;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;INNERH;(Merano) via Innerhofer - (Meran) Innerhofer Str.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;5
616;616;via Grabmayr - Grabmayr Str.;1665730,134;5170208,684;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GRABMA;(Merano) via Grabmayr - (Meran) Grabmayr Str.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;6
617;617;via Winkel 2 - Winkel Weg 2;1666106,06;5170263,395;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WINKE2;(Merano) via Winkel 2 - (Meran) Winkel Weg 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;23
618;618;via Winkel 1 - Winkel Weg 1;1665951,909;5170559,201;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WINKE1;(Merano) via Winkel 1 - (Meran) Winkel Weg 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;24
621;621;via Winkel 3 - Winkel Weg 3;1666379,693;5170092,259;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WINKE3;(Merano) via Winkel 3 - (Meran) Winkel Weg 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;22
622;622;via Winkel 4 - Winkel Weg 4;1666547,565;5169940,379;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WINKE4;(Merano) via Winkel 4 - (Meran) Winkel Weg 4;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;20
623;623;via Winkel 5 - Winkel Weg 5;1666708,389;5169904,956;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;WINKE5;(Merano) via Winkel 5 - (Meran) Winkel Weg 5;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;19
624;624;via Dante 4 - Dante Str. 4;1666737,257;5169908,868;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;DANTE4;(Merano) via Dante 4 - (Meran) Dante Str. 4;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;13
625;625;via Dante 5 - Dante Str. 5;1666931,82;5169765,57;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;DANTE5;(Merano) via Dante 5 - (Meran) Dante Str. 5;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;625
626;626;via San Giuseppe 2 - St. Josef Str. 2;1664627,11;5170871,03;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GIUSE2;(Merano) via San Giuseppe 2 - (Meran) St. Josef Str. 2;;;;;;1;Tutto;1;Sitzbank;HIFAHRT;1;0;0;0
627;627;stazione via Hofer - Bahnhof Hofer Str.;1664513,525;5171181,523;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;HOFER1;(Merano) stazione via Hofer - (Meran) Bahnhof Hofer Str.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;2;0;0;2464
